#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
GeneID:187	ENSG00000134817.12	HGNC:339	APLNR	apelin receptor	NM_005161.6	NP_005152.1	ENST00000606794.2	ENSP00000475344.1	MANE Select	NC_000011.10	57233591	57237250	-
GeneID:189	ENSG00000172482.5	HGNC:341	AGXT	alanine--glyoxylate aminotransferase	NM_000030.3	NP_000021.1	ENST00000307503.4	ENSP00000302620.3	MANE Select	NC_000002.12	240868824	240880500	+
GeneID:190	ENSG00000169297.8	HGNC:7960	NR0B1	nuclear receptor subfamily 0 group B member 1	NM_000475.5	NP_000466.2	ENST00000378970.5	ENSP00000368253.4	MANE Select	NC_000023.11	30304206	30309390	-
GeneID:191	ENSG00000101444.13	HGNC:343	AHCY	adenosylhomocysteinase	NM_000687.4	NP_000678.1	ENST00000217426.7	ENSP00000217426.2	MANE Select	NC_000020.11	34280268	34303355	-
GeneID:196	ENSG00000106546.14	HGNC:348	AHR	aryl hydrocarbon receptor	NM_001621.5	NP_001612.1	ENST00000242057.9	ENSP00000242057.4	MANE Select	NC_000007.14	17298652	17346147	+
GeneID:197	ENSG00000145192.13	HGNC:349	AHSG	alpha 2-HS glycoprotein	NM_001622.4	NP_001613.2	ENST00000411641.7	ENSP00000393887.2	MANE Select	NC_000003.12	186613060	186621318	+
GeneID:199	ENSG00000204472.13	HGNC:352	AIF1	allograft inflammatory factor 1	NM_001623.5	NP_001614.3	ENST00000376059.8	ENSP00000365227.3	MANE Select	NC_000006.12	31615234	31617015	+
GeneID:202	ENSG00000112297.18	HGNC:356	CRYBG1	crystallin beta-gamma domain containing 1	NM_001371242.2	NP_001358171.1	ENST00000633556.3	ENSP00000488010.2	MANE Select	NC_000006.12	106360717	106572017	+
GeneID:203	ENSG00000106992.19	HGNC:361	AK1	adenylate kinase 1	NM_000476.3	NP_000467.1	ENST00000644144.2	ENSP00000494600.1	MANE Select	NC_000009.12	127866486	127877675	-
GeneID:204	ENSG00000004455.18	HGNC:362	AK2	adenylate kinase 2	NM_001625.4	NP_001616.1	ENST00000672715.1	ENSP00000499935.1	MANE Select	NC_000001.11	33007986	33036883	-
GeneID:205	ENSG00000162433.15	HGNC:363	AK4	adenylate kinase 4	NM_013410.4	NP_037542.1	ENST00000327299.8	ENSP00000322175.7	MANE Select	NC_000001.11	65148203	65232145	+
GeneID:207	ENSG00000142208.19	HGNC:391	AKT1	AKT serine/threonine kinase 1	NM_001382430.1	NP_001369359.1	ENST00000649815.2	ENSP00000497822.1	MANE Select	NC_000014.9	104769349	104795748	-
GeneID:208	ENSG00000105221.18	HGNC:392	AKT2	AKT serine/threonine kinase 2	NM_001626.6	NP_001617.1	ENST00000392038.7	ENSP00000375892.2	MANE Select	NC_000019.10	40230317	40285345	-
GeneID:210	ENSG00000148218.16	HGNC:395	ALAD	aminolevulinate dehydratase	NM_000031.6	NP_000022.3	ENST00000409155.8	ENSP00000386284.3	MANE Select	NC_000009.12	113386312	113401284	-
GeneID:211	ENSG00000023330.15	HGNC:396	ALAS1	5'-aminolevulinate synthase 1	NM_000688.6	NP_000679.1	ENST00000484952.6	ENSP00000418779.1	MANE Select	NC_000003.12	52198160	52214327	+
GeneID:212	ENSG00000158578.21	HGNC:397	ALAS2	5'-aminolevulinate synthase 2	NM_000032.5	NP_000023.2	ENST00000650242.1	ENSP00000497236.1	MANE Select	NC_000023.11	55009055	55030977	-
GeneID:213	ENSG00000163631.19	HGNC:399	ALB	albumin	NM_000477.7	NP_000468.1	ENST00000295897.9	ENSP00000295897.4	MANE Select	NC_000004.12	73404287	73421482	+
GeneID:214	ENSG00000170017.12	HGNC:400	ALCAM	activated leukocyte cell adhesion molecule	NM_001627.4	NP_001618.2	ENST00000306107.9	ENSP00000305988.5	MANE Select	NC_000003.12	105366909	105576900	+
GeneID:215	ENSG00000101986.12	HGNC:61	ABCD1	ATP binding cassette subfamily D member 1	NM_000033.4	NP_000024.2	ENST00000218104.6	ENSP00000218104.3	MANE Select	NC_000023.11	153724856	153744755	+
GeneID:216	ENSG00000165092.13	HGNC:402	ALDH1A1	aldehyde dehydrogenase 1 family member A1	NM_000689.5	NP_000680.2	ENST00000297785.8	ENSP00000297785.3	MANE Select	NC_000009.12	72900671	72953053	-
GeneID:217	ENSG00000111275.13	HGNC:404	ALDH2	aldehyde dehydrogenase 2 family member	NM_000690.4	NP_000681.2	ENST00000261733.7	ENSP00000261733.2	MANE Select	NC_000012.12	111766933	111817532	+
GeneID:218	ENSG00000108602.18	HGNC:405	ALDH3A1	aldehyde dehydrogenase 3 family member A1	NM_000691.5	NP_000682.3	ENST00000225740.11	ENSP00000225740.6	MANE Select	NC_000017.11	19737989	19748298	-
GeneID:219	ENSG00000137124.8	HGNC:407	ALDH1B1	aldehyde dehydrogenase 1 family member B1	NM_000692.5	NP_000683.3	ENST00000377698.4	ENSP00000366927.3	MANE Select	NC_000009.12	38392702	38398661	+
GeneID:220	ENSG00000184254.18	HGNC:409	ALDH1A3	aldehyde dehydrogenase 1 family member A3	NM_000693.4	NP_000684.2	ENST00000329841.10	ENSP00000332256.5	MANE Select	NC_000015.10	100879831	100916626	+
GeneID:221	ENSG00000006534.17	HGNC:410	ALDH3B1	aldehyde dehydrogenase 3 family member B1	NM_000694.4	NP_000685.1	ENST00000342456.11	ENSP00000473990.2	MANE Select	NC_000011.10	68010327	68029276	+
GeneID:222	ENSG00000132746.16	HGNC:411	ALDH3B2	aldehyde dehydrogenase 3 family member B2	NM_001393402.2	NP_001380331.1	ENST00000673966.2	ENSP00000501254.1	MANE Select	NC_000011.10	67662155	67674623	-
GeneID:223	ENSG00000143149.13	HGNC:412	ALDH9A1	aldehyde dehydrogenase 9 family member A1	NM_000696.4	NP_000687.3	ENST00000354775.5	ENSP00000346827.4	MANE Select	NC_000001.11	165662216	165698562	-
GeneID:224	ENSG00000072210.19	HGNC:403	ALDH3A2	aldehyde dehydrogenase 3 family member A2	NM_000382.3	NP_000373.1	ENST00000176643.11	ENSP00000176643.6	MANE Select	NC_000017.11	19648751	19677596	+
GeneID:225	ENSG00000173208.4	HGNC:66	ABCD2	ATP binding cassette subfamily D member 2	NM_005164.4	NP_005155.1	ENST00000308666.4	ENSP00000310688.3	MANE Select	NC_000012.12	39550033	39619803	-
GeneID:226	ENSG00000149925.22	HGNC:414	ALDOA	aldolase, fructose-bisphosphate A	NM_001243177.4	NP_001230106.1	ENST00000642816.3	ENSP00000496166.1	MANE Select	NC_000016.10	30065760	30070414	+
GeneID:229	ENSG00000136872.21	HGNC:417	ALDOB	aldolase, fructose-bisphosphate B	NM_000035.4	NP_000026.2	ENST00000647789.2	ENSP00000497767.1	MANE Select	NC_000009.12	101420560	101435774	-
GeneID:230	ENSG00000109107.14	HGNC:418	ALDOC	aldolase, fructose-bisphosphate C	NM_005165.3	NP_005156.1	ENST00000226253.9	ENSP00000226253.4	MANE Select	NC_000017.11	28573120	28576895	-
GeneID:231	ENSG00000085662.14	HGNC:381	AKR1B1	aldo-keto reductase family 1 member B	NM_001628.4	NP_001619.1	ENST00000285930.9	ENSP00000285930.3	MANE Select	NC_000007.14	134442356	134459100	-
GeneID:238	ENSG00000171094.18	HGNC:427	ALK	ALK receptor tyrosine kinase	NM_004304.5	NP_004295.2	ENST00000389048.8	ENSP00000373700.3	MANE Select	NC_000002.12	29192774	29921586	-
GeneID:239	ENSG00000108839.12	HGNC:429	ALOX12	arachidonate 12-lipoxygenase, 12S type	NM_000697.3	NP_000688.2	ENST00000251535.11	ENSP00000251535.6	MANE Select	NC_000017.11	6996049	7010754	+
GeneID:240	ENSG00000012779.12	HGNC:435	ALOX5	arachidonate 5-lipoxygenase	NM_000698.5	NP_000689.1	ENST00000374391.7	ENSP00000363512.2	MANE Select	NC_000010.11	45374216	45446117	+
GeneID:241	ENSG00000132965.10	HGNC:436	ALOX5AP	arachidonate 5-lipoxygenase activating protein	NM_001629.4	NP_001620.2	ENST00000380490.5	ENSP00000369858.3	MANE Select	NC_000013.11	30735543	30764426	+
GeneID:242	ENSG00000179477.11	HGNC:430	ALOX12B	arachidonate 12-lipoxygenase, 12R type	NM_001139.3	NP_001130.1	ENST00000647874.1	ENSP00000497784.1	MANE Select	NC_000017.11	8072636	8087716	-
GeneID:246	ENSG00000161905.13	HGNC:433	ALOX15	arachidonate 15-lipoxygenase	NM_001140.5	NP_001131.3	ENST00000293761.8	ENSP00000293761.3	MANE Select	NC_000017.11	4630919	4641678	-
GeneID:247	ENSG00000179593.16	HGNC:434	ALOX15B	arachidonate 15-lipoxygenase type B	NM_001141.3	NP_001132.2	ENST00000380183.9	ENSP00000369530.4	MANE Select	NC_000017.11	8039059	8049134	+
GeneID:248	ENSG00000163295.5	HGNC:437	ALPI	alkaline phosphatase, intestinal	NM_001631.5	NP_001622.2	ENST00000295463.4	ENSP00000295463.3	MANE Select	NC_000002.12	232456153	232460753	+
GeneID:249	ENSG00000162551.14	HGNC:438	ALPL	alkaline phosphatase, biomineralization associated	NM_000478.6	NP_000469.3	ENST00000374840.8	ENSP00000363973.3	MANE Select	NC_000001.11	21509423	21578410	+
GeneID:250	ENSG00000163283.7	HGNC:439	ALPP	alkaline phosphatase, placental	NM_001632.5	NP_001623.3	ENST00000392027.3	ENSP00000375881.2	MANE Select	NC_000002.12	232378751	232382889	+
GeneID:251	ENSG00000163286.9	HGNC:441	ALPG	alkaline phosphatase, germ cell	NM_031313.3	NP_112603.2	ENST00000295453.8	ENSP00000295453.3	MANE Select	NC_000002.12	232406844	232410714	+
GeneID:257	ENSG00000156150.9	HGNC:449	ALX3	ALX homeobox 3	NM_006492.3	NP_006483.2	ENST00000647563.2	ENSP00000497310.1	MANE Select	NC_000001.11	110059870	110070672	-
GeneID:258	ENSG00000178522.15	HGNC:452	AMBN	ameloblastin	NM_016519.6	NP_057603.1	ENST00000322937.10	ENSP00000313809.6	MANE Select	NC_000004.12	70592256	70607288	+
GeneID:259	ENSG00000106927.12	HGNC:453	AMBP	alpha-1-microglobulin/bikunin precursor	NM_001633.4	NP_001624.1	ENST00000265132.8	ENSP00000265132.3	MANE Select	NC_000009.12	114060127	114078300	-
GeneID:262	ENSG00000123505.20	HGNC:457	AMD1	adenosylmethionine decarboxylase 1	NM_001634.6	NP_001625.2	ENST00000368885.8	ENSP00000357880.3	MANE Select	NC_000006.12	110874785	110895713	+
GeneID:265	ENSG00000125363.14	HGNC:461	AMELX	amelogenin X-linked	NM_001142.2	NP_001133.1	ENST00000380714.7	ENSP00000370090.3	MANE Select	NC_000023.11	11293413	11300761	+
GeneID:266	ENSG00000099721.16	HGNC:462	AMELY	amelogenin Y-linked	NM_001143.2	NP_001134.1	ENST00000651267.2	ENSP00000498344.1	MANE Select	NC_000024.10	6865918	6911752	-
GeneID:267	ENSG00000159461.15	HGNC:463	AMFR	autocrine motility factor receptor	NM_001144.6	NP_001135.3	ENST00000290649.10	ENSP00000290649.5	MANE Select	NC_000016.10	56361452	56425545	-
GeneID:268	ENSG00000104899.8	HGNC:464	AMH	anti-Mullerian hormone	NM_000479.5	NP_000470.3	ENST00000221496.5	ENSP00000221496.2	MANE Select	NC_000019.10	2249323	2252073	+
GeneID:269	ENSG00000135409.11	HGNC:465	AMHR2	anti-Mullerian hormone receptor type 2	NM_020547.3	NP_065434.1	ENST00000257863.9	ENSP00000257863.3	MANE Select	NC_000012.12	53423855	53431672	+
GeneID:270	ENSG00000116748.22	HGNC:468	AMPD1	adenosine monophosphate deaminase 1	NM_000036.3	NP_000027.3	ENST00000520113.7	ENSP00000430075.3	MANE Select	NC_000001.11	114673098	114695546	-
GeneID:271	ENSG00000116337.20	HGNC:469	AMPD2	adenosine monophosphate deaminase 2	NM_001368809.2	NP_001355738.1	ENST00000528667.7	ENSP00000436541.2	MANE Select	NC_000001.11	109619837	109632051	+
GeneID:272	ENSG00000133805.16	HGNC:470	AMPD3	adenosine monophosphate deaminase 3	NM_001025389.2	NP_001020560.1	ENST00000396553.7	ENSP00000379801.2	MANE Select	NC_000011.10	10455264	10507579	+
GeneID:273	ENSG00000078053.17	HGNC:471	AMPH	amphiphysin	NM_001635.4	NP_001626.1	ENST00000356264.7	ENSP00000348602.2	MANE Select	NC_000007.14	38383704	38631373	-
GeneID:274	ENSG00000136717.15	HGNC:1052	BIN1	bridging integrator 1	NM_139343.3	NP_647593.1	ENST00000316724.10	ENSP00000316779.5	MANE Select	NC_000002.12	127048032	127107154	-
GeneID:275	ENSG00000145020.16	HGNC:473	AMT	aminomethyltransferase	NM_000481.4	NP_000472.2	ENST00000273588.9	ENSP00000273588.3	MANE Select	NC_000003.12	49416778	49422473	-
GeneID:276	ENSG00000237763.10	HGNC:474	AMY1A	amylase alpha 1A	NM_004038.4	NP_004029.2	ENST00000370083.9	ENSP00000359100.4	MANE Select	NC_000001.11	103655760	103664554	+
GeneID:277	ENSG00000174876.17	HGNC:475	AMY1B	amylase alpha 1B	NM_001008218.2	NP_001008219.1	ENST00000330330.10	ENSP00000330484.5	MANE Select	NC_000001.11	103687415	103696210	-
GeneID:278	ENSG00000187733.7	HGNC:476	AMY1C	amylase alpha 1C	NM_001008219.3	NP_001008220.1	ENST00000622339.5	ENSP00000481450.2	MANE Select	NC_000001.11	103749898	103758692	+
GeneID:279	ENSG00000243480.8	HGNC:477	AMY2A	amylase alpha 2A	NM_000699.4	NP_000690.1	ENST00000414303.7	ENSP00000397582.2	MANE Select	NC_000001.11	103617427	103625780	+
GeneID:280	ENSG00000240038.8	HGNC:478	AMY2B	amylase alpha 2B	NM_001387437.1	NP_001374366.1	ENST00000684275.1	ENSP00000507176.1	MANE Select	NC_000001.11	103571589	103579534	+
GeneID:283	ENSG00000214274.10	HGNC:483	ANG	angiogenin	NM_001097577.3	NP_001091046.1	ENST00000397990.5	ENSP00000381077.4	MANE Select	NC_000014.9	20688764	20694183	+
GeneID:284	ENSG00000154188.10	HGNC:484	ANGPT1	angiopoietin 1	NM_001146.5	NP_001137.2	ENST00000517746.6	ENSP00000428340.1	MANE Select	NC_000008.11	107249482	107497918	-
GeneID:285	ENSG00000091879.14	HGNC:485	ANGPT2	angiopoietin 2	NM_001118887.2	NP_001112359.1	ENST00000629816.3	ENSP00000486858.2	MANE Select	NC_000008.11	6499632	6563245	-
GeneID:286	ENSG00000029534.22	HGNC:492	ANK1	ankyrin 1	NM_000037.4	NP_000028.3	ENST00000289734.13	ENSP00000289734.8	MANE Select	NC_000008.11	41653225	41797622	-
GeneID:287	ENSG00000145362.21	HGNC:493	ANK2	ankyrin 2	NM_001148.6	NP_001139.3	ENST00000357077.9	ENSP00000349588.4	MANE Select	NC_000004.12	113049653	113383736	+
GeneID:288	ENSG00000151150.22	HGNC:494	ANK3	ankyrin 3	NM_020987.5	NP_066267.2	ENST00000280772.7	ENSP00000280772.1	MANE Select	NC_000010.11	60026298	60389875	-
GeneID:290	ENSG00000166825.15	HGNC:500	ANPEP	alanyl aminopeptidase, membrane	NM_001150.3	NP_001141.2	ENST00000300060.7	ENSP00000300060.6	MANE Select	NC_000015.10	89784895	89814852	-
GeneID:291	ENSG00000151729.11	HGNC:10990	SLC25A4	solute carrier family 25 member 4	NM_001151.4	NP_001142.2	ENST00000281456.11	ENSP00000281456.5	MANE Select	NC_000004.12	185143266	185150382	+
GeneID:292	ENSG00000005022.6	HGNC:10991	SLC25A5	solute carrier family 25 member 5	NM_001152.5	NP_001143.2	ENST00000317881.9	ENSP00000360671.4	MANE Select	NC_000023.11	119468444	119471396	+
GeneID:293	ENSG00000169100.14	HGNC:10992	SLC25A6	solute carrier family 25 member 6	NM_001636.4	NP_001627.2	ENST00000381401.11	ENSP00000370808.5	MANE Select	NC_000023.11	1386152	1392113	-
GeneID:301	ENSG00000135046.15	HGNC:533	ANXA1	annexin A1	NM_000700.3	NP_000691.1	ENST00000257497.11	ENSP00000257497.6	MANE Select	NC_000009.12	73151865	73170393	+
GeneID:302	ENSG00000182718.18	HGNC:537	ANXA2	annexin A2	NM_004039.3	NP_004030.1	ENST00000451270.7	ENSP00000387545.3	MANE Select	NC_000015.10	60347151	60397986	-
GeneID:306	ENSG00000138772.13	HGNC:541	ANXA3	annexin A3	NM_005139.3	NP_005130.1	ENST00000264908.11	ENSP00000264908.6	MANE Select	NC_000004.12	78551770	78610447	+
GeneID:307	ENSG00000196975.16	HGNC:542	ANXA4	annexin A4	NM_001153.5	NP_001144.1	ENST00000394295.6	ENSP00000377833.4	MANE Select	NC_000002.12	69742134	69827112	+
GeneID:308	ENSG00000164111.15	HGNC:543	ANXA5	annexin A5	NM_001154.4	NP_001145.1	ENST00000296511.10	ENSP00000296511.5	MANE Select	NC_000004.12	121667946	121696980	-
GeneID:309	ENSG00000197043.15	HGNC:544	ANXA6	annexin A6	NM_001155.5	NP_001146.2	ENST00000354546.10	ENSP00000346550.5	MANE Select	NC_000005.10	151100706	151157779	-
GeneID:310	ENSG00000138279.16	HGNC:545	ANXA7	annexin A7	NM_001156.5	NP_001147.1	ENST00000372921.10	ENSP00000362012.4	MANE Select	NC_000010.11	73375101	73414058	-
GeneID:311	ENSG00000122359.18	HGNC:535	ANXA11	annexin A11	NM_145868.2	NP_665875.1	ENST00000422982.8	ENSP00000404412.2	MANE Select	NC_000010.11	80150889	80205537	-
GeneID:312	ENSG00000104537.17	HGNC:536	ANXA13	annexin A13	NM_004306.4	NP_004297.2	ENST00000419625.6	ENSP00000390809.1	MANE Select	NC_000008.11	123680794	123737393	-
GeneID:313	ENSG00000136250.13	HGNC:548	AOAH	acyloxyacyl hydrolase	NM_001637.4	NP_001628.1	ENST00000617537.5	ENSP00000483783.1	MANE Select	NC_000007.14	36512941	36724494	-
GeneID:314	ENSG00000131480.9	HGNC:549	AOC2	amine oxidase copper containing 2	NM_009590.4	NP_033720.2	ENST00000253799.8	ENSP00000253799.2	MANE Select	NC_000017.11	42844580	42850707	+
GeneID:316	ENSG00000138356.14	HGNC:553	AOX1	aldehyde oxidase 1	NM_001159.4	NP_001150.3	ENST00000374700.7	ENSP00000363832.2	MANE Select	NC_000002.12	200586014	200671495	+
GeneID:317	ENSG00000120868.15	HGNC:576	APAF1	apoptotic peptidase activating factor 1	NM_181861.2	NP_863651.1	ENST00000551964.6	ENSP00000448165.2	MANE Select	NC_000012.12	98645290	98735433	+
GeneID:318	ENSG00000164978.19	HGNC:8049	NUDT2	nudix hydrolase 2	NM_001161.5	NP_001152.1	ENST00000379158.7	ENSP00000368455.1	MANE Select	NC_000009.12	34329569	34343699	+
GeneID:319	ENSG00000175336.10	HGNC:615	APOF	apolipoprotein F	NM_001638.4	NP_001629.1	ENST00000398189.4	ENSP00000381250.3	MANE Select	NC_000012.12	56360568	56362857	-
GeneID:320	ENSG00000107282.9	HGNC:578	APBA1	amyloid beta precursor protein binding family A member 1	NM_001163.4	NP_001154.2	ENST00000265381.7	ENSP00000265381.3	MANE Select	NC_000009.12	69427532	69672371	-
GeneID:321	ENSG00000034053.15	HGNC:579	APBA2	amyloid beta precursor protein binding family A member 2	NM_001353788.2	NP_001340717.1	ENST00000683413.1	ENSP00000507394.1	MANE Select	NC_000015.10	28885974	29118315	+
GeneID:322	ENSG00000166313.20	HGNC:581	APBB1	amyloid beta precursor protein binding family B member 1	NM_001164.5	NP_001155.1	ENST00000609360.6	ENSP00000477213.1	MANE Select	NC_000011.10	6395125	6419094	-
GeneID:323	ENSG00000163697.18	HGNC:582	APBB2	amyloid beta precursor protein binding family B member 2	NM_004307.2	NP_004298.1	ENST00000508593.6	ENSP00000427211.1	MANE Select	NC_000004.12	40810027	41214542	-
GeneID:324	ENSG00000134982.19	HGNC:583	APC	APC regulator of WNT signaling pathway	NM_000038.6	NP_000029.2	ENST00000257430.9	ENSP00000257430.4	MANE Select	NC_000005.10	112737885	112846239	+
GeneID:325	ENSG00000132703.4	HGNC:584	APCS	amyloid P component, serum	NM_001639.4	NP_001630.1	ENST00000255040.3	ENSP00000255040.2	MANE Select	NC_000001.11	159587826	159588865	+
GeneID:326	ENSG00000160224.17	HGNC:360	AIRE	autoimmune regulator	NM_000383.4	NP_000374.1	ENST00000291582.6	ENSP00000291582.5	MANE Select	NC_000021.9	44285876	44298648	+
GeneID:327	ENSG00000164062.13	HGNC:586	APEH	acylaminoacyl-peptide hydrolase	NM_001640.4	NP_001631.3	ENST00000296456.10	ENSP00000296456.5	MANE Select	NC_000003.12	49674351	49683971	+
GeneID:328	ENSG00000100823.12	HGNC:587	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	NM_001641.4	NP_001632.2	ENST00000216714.8	ENSP00000216714.3	MANE Select	NC_000014.9	20455226	20457767	+
GeneID:329	ENSG00000110330.10	HGNC:590	BIRC2	baculoviral IAP repeat containing 2	NM_001166.5	NP_001157.1	ENST00000227758.7	ENSP00000227758.2	MANE Select	NC_000011.10	102347214	102378670	+
GeneID:330	ENSG00000023445.17	HGNC:591	BIRC3	baculoviral IAP repeat containing 3	NM_001165.5	NP_001156.1	ENST00000263464.9	ENSP00000263464.4	MANE Select	NC_000011.10	102317484	102339403	+
GeneID:331	ENSG00000101966.14	HGNC:592	XIAP	X-linked inhibitor of apoptosis	NM_001167.4	NP_001158.2	ENST00000371199.8	ENSP00000360242.3	MANE Select	NC_000023.11	123860053	123913972	+
GeneID:332	ENSG00000089685.15	HGNC:593	BIRC5	baculoviral IAP repeat containing 5	NM_001168.3	NP_001159.2	ENST00000350051.8	ENSP00000324180.4	MANE Select	NC_000017.11	78214253	78225635	+
GeneID:333	ENSG00000105290.14	HGNC:597	APLP1	amyloid beta precursor like protein 1	NM_001024807.3	NP_001019978.1	ENST00000221891.9	ENSP00000221891.4	MANE Select	NC_000019.10	35868574	35879792	+
GeneID:334	ENSG00000084234.18	HGNC:598	APLP2	amyloid beta precursor like protein 2	NM_001142276.2	NP_001135748.1	ENST00000338167.10	ENSP00000345444.5	MANE Select	NC_000011.10	130069894	130144805	+
GeneID:335	ENSG00000118137.10	HGNC:600	APOA1	apolipoprotein A1	NM_000039.3	NP_000030.1	ENST00000236850.5	ENSP00000236850.3	MANE Select	NC_000011.10	116835751	116837622	-
GeneID:336	ENSG00000158874.12	HGNC:601	APOA2	apolipoprotein A2	NM_001643.2	NP_001634.1	ENST00000367990.7	ENSP00000356969.3	MANE Select	NC_000001.11	161222292	161223628	-
GeneID:337	ENSG00000110244.7	HGNC:602	APOA4	apolipoprotein A4	NM_000482.4	NP_000473.2	ENST00000357780.5	ENSP00000350425.3	MANE Select	NC_000011.10	116820700	116823304	-
GeneID:338	ENSG00000084674.15	HGNC:603	APOB	apolipoprotein B	NM_000384.3	NP_000375.3	ENST00000233242.5	ENSP00000233242.1	MANE Select	NC_000002.12	21001429	21044073	-
GeneID:339	ENSG00000111701.7	HGNC:604	APOBEC1	apolipoprotein B mRNA editing enzyme catalytic subunit 1	NM_001644.5	NP_001635.2	ENST00000229304.5	ENSP00000229304.4	MANE Select	NC_000012.12	7649400	7665908	-
GeneID:341	ENSG00000130208.10	HGNC:607	APOC1	apolipoprotein C1	NM_001645.5	NP_001636.1	ENST00000592535.6	ENSP00000468276.2	MANE Select	NC_000019.10	44914608	44919346	+
GeneID:343	ENSG00000103375.11	HGNC:642	AQP8	aquaporin 8	NM_001169.3	NP_001160.2	ENST00000219660.6	ENSP00000219660.5	MANE Select	NC_000016.10	25216947	25228932	+
GeneID:344	ENSG00000234906.11	HGNC:609	APOC2	apolipoprotein C2	NM_000483.5	NP_000474.2	ENST00000252490.7	ENSP00000252490.5	MANE Select	NC_000019.10	44946051	44949565	+
GeneID:345	ENSG00000110245.12	HGNC:610	APOC3	apolipoprotein C3	NM_000040.3	NP_000031.1	ENST00000227667.8	ENSP00000227667.2	MANE Select	NC_000011.10	116829907	116833072	+
GeneID:346	ENSG00000267467.4	HGNC:611	APOC4	apolipoprotein C4	NM_001646.3	NP_001637.1	ENST00000592954.2	ENSP00000468236.1	MANE Select	NC_000019.10	44942237	44945496	+
GeneID:347	ENSG00000189058.9	HGNC:612	APOD	apolipoprotein D	NM_001647.4	NP_001638.1	ENST00000343267.8	ENSP00000345179.3	MANE Select	NC_000003.12	195568705	195583940	-
GeneID:348	ENSG00000130203.10	HGNC:613	APOE	apolipoprotein E	NM_000041.4	NP_000032.1	ENST00000252486.9	ENSP00000252486.3	MANE Select	NC_000019.10	44905796	44909393	+
GeneID:350	ENSG00000091583.11	HGNC:616	APOH	apolipoprotein H	NM_000042.3	NP_000033.2	ENST00000205948.11	ENSP00000205948.6	MANE Select	NC_000017.11	66212033	66229415	-
GeneID:351	ENSG00000142192.22	HGNC:620	APP	amyloid beta precursor protein	NM_000484.4	NP_000475.1	ENST00000346798.8	ENSP00000284981.4	MANE Select	NC_000021.9	25880550	26170770	-
GeneID:353	ENSG00000198931.11	HGNC:626	APRT	adenine phosphoribosyltransferase	NM_000485.3	NP_000476.1	ENST00000378364.8	ENSP00000367615.3	MANE Select	NC_000016.10	88809339	88811928	-
GeneID:354	ENSG00000142515.16	HGNC:6364	KLK3	kallikrein related peptidase 3	NM_001648.2	NP_001639.1	ENST00000326003.7	ENSP00000314151.1	MANE Select	NC_000019.10	50854915	50860764	+
GeneID:355	ENSG00000026103.25	HGNC:11920	FAS	Fas cell surface death receptor	NM_000043.6	NP_000034.1	ENST00000652046.1	ENSP00000498466.1	MANE Select	NC_000010.11	88990798	89017059	+
GeneID:356	ENSG00000117560.8	HGNC:11936	FASLG	Fas ligand	NM_000639.3	NP_000630.1	ENST00000367721.3	ENSP00000356694.2	MANE Select	NC_000001.11	172659103	172666876	+
